Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,TX,Texas,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"11,865",80.5,79.5,81.6,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,48,BO1,CAT1,_RFHLTH,RESP061,"(31.827240407000488, -99.42677020599967)"
2014,TX,Texas,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"3,257",19.5,18.4,20.5,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,48,BO1,CAT1,_RFHLTH,RESP062,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"13,055",87.9,87.2,88.5,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,49,BO1,CAT1,_RFHLTH,RESP061,"(39.360700171000474, -111.58713063499971)"
2014,UT,Utah,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,922",12.1,11.5,12.8,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,49,BO1,CAT1,_RFHLTH,RESP062,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"5,658",88.3,87.4,89.2,115,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,50,BO1,CAT1,_RFHLTH,RESP061,"(43.62538123900049, -72.51764079099962)"
2014,VT,Vermont,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,800,11.7,10.8,12.6,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,50,BO1,CAT1,_RFHLTH,RESP062,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"7,757",83.1,82.1,84.2,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,51,BO1,CAT1,_RFHLTH,RESP061,"(37.54268067400045, -78.45789046299967)"
2014,VA,Virginia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,687",16.9,15.8,17.9,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,51,BO1,CAT1,_RFHLTH,RESP062,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"8,423",84,82.9,85,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,53,BO1,CAT1,_RFHLTH,RESP061,"(47.52227862900048, -120.47001078999972)"
2014,WA,Washington,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,650",16,15,17.1,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,53,BO1,CAT1,_RFHLTH,RESP062,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"4,502",74.2,73,75.5,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,54,BO1,CAT1,_RFHLTH,RESP061,"(38.66551020200046, -80.71264013499967)"
2014,WV,West Virginia,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,684",25.8,24.5,27.1,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,54,BO1,CAT1,_RFHLTH,RESP062,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"5,891",84.5,83.2,85.8,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,55,BO1,CAT1,_RFHLTH,RESP061,"(44.39319117400049, -89.81637074199966)"
2014,WI,Wisconsin,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,144",15.5,14.2,16.8,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,55,BO1,CAT1,_RFHLTH,RESP062,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"5,278",86.3,84.9,87.6,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,56,BO1,CAT1,_RFHLTH,RESP061,"(43.23554134300048, -108.10983035299967)"
2014,WY,Wyoming,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"1,115",13.7,12.4,15.1,117,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,56,BO1,CAT1,_RFHLTH,RESP062,"(43.23554134300048, -108.10983035299967)"
2014,GU,Guam,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"2,001",79.9,77.7,82,114,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,66,BO1,CAT1,_RFHLTH,RESP061,"(13.444304, 144.793731)"
2014,GU,Guam,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,515,20.2,18,22.3,115,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,66,BO1,CAT1,_RFHLTH,RESP062,"(13.444304, 144.793731)"
2014,PR,Puerto Rico,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,"3,570",64.6,63.1,66.1,109,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,72,BO1,CAT1,_RFHLTH,RESP061,"(18.220833, -66.590149)"
2014,PR,Puerto Rico,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,"2,413",35.4,33.9,36.9,110,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,72,BO1,CAT1,_RFHLTH,RESP062,"(18.220833, -66.590149)"
2014,UW,All States and DC (median) **,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,51,83.2,,,115,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,98,BO1,CAT1,_RFHLTH,RESP061,
2014,UW,All States and DC (median) **,Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,51,16.8,,,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,98,BO1,CAT1,_RFHLTH,RESP062,
2014,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,Overall,Overall,53,83.1,,,115,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,99,BO1,CAT1,_RFHLTH,RESP061,
2014,US,"All States, DC and Territories (median) **",Health Status,Fair or Poor Health,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,Overall,Overall,53,16.9,,,116,%,Crude Prevalence,,,BRFSS,CLASS08,Topic24,99,BO1,CAT1,_RFHLTH,RESP062,
